Model,Dataset,Config_ID,Model_Size_Parameters,Performance_Val_Accuracy_Avg,Num_Seeds_Averaged,Is_Pareto_Optimal
Transformer,Car,50,2735084,0.6533,5,No
Transformer,Car,68,311198,0.5683,5,No
Transformer,Car,57,1155976,0.5617,5,No
Transformer,Car,61,325458,0.5967,5,No
Transformer,Car,95,316204,0.6567,5,No
Transformer,Car,59,294014,0.5967,5,No
Transformer,Car,92,368953,0.5650,5,No
Transformer,Car,66,275158,0.4583,5,No
Transformer,Car,32,210703,0.5500,5,No
Transformer,Car,35,1523206,0.6017,5,No
Transformer,Car,3,582949,0.5417,5,No
Transformer,Car,4,538731,0.5217,5,No
Transformer,Car,58,1587772,0.6000,5,No
Transformer,Car,67,1154968,0.4783,5,No
Transformer,Car,93,2529424,0.5867,5,No
Transformer,Car,94,1427298,0.3067,5,No
Transformer,Car,60,165665,0.3083,5,No
Transformer,Car,69,2886066,0.5450,5,No
Transformer,Car,56,531593,0.5083,5,No
Transformer,Car,51,1008578,0.2783,5,No
Transformer,Car,5,472485,0.6167,5,No
Transformer,Car,2,1236375,0.5233,5,No
Transformer,Car,34,277369,0.6383,5,No
Transformer,Car,33,729690,0.2500,5,No
Transformer,Car,11,556982,0.5817,5,No
Transformer,Car,29,501928,0.5850,5,No
Transformer,Car,16,512786,0.4317,5,No
Transformer,Car,20,860281,0.6400,5,No
Transformer,Car,18,462053,0.5983,5,No
Transformer,Car,27,1555722,0.6050,5,No
Transformer,Car,73,601836,0.4800,5,No
Transformer,Car,87,436596,0.5767,5,No
Transformer,Car,80,1368460,0.5967,5,No
Transformer,Car,74,290684,0.3350,5,No
Transformer,Car,42,1826136,0.6533,5,No
Transformer,Car,89,1711338,0.5467,5,No
Transformer,Car,45,301336,0.5450,5,No
Transformer,Car,19,597142,0.4117,5,No
Transformer,Car,26,217134,0.3667,5,No
Transformer,Car,21,1415794,0.3000,5,No
Transformer,Car,28,267828,0.3267,5,No
Transformer,Car,17,449732,0.6200,5,No
Transformer,Car,10,146768,0.2933,5,No
Transformer,Car,44,517646,0.4333,5,No
Transformer,Car,43,1325972,0.5583,5,No
Transformer,Car,88,448144,0.5983,5,No
Transformer,Car,75,225839,0.5517,5,No
Transformer,Car,81,790760,0.5150,5,No
Transformer,Car,86,1605661,0.4650,5,No
Transformer,Car,72,874546,0.4400,5,No
Transformer,CatsDogs,36,1407190,0.7042,5,No
Transformer,CatsDogs,9,2394624,0.7606,5,No
Transformer,CatsDogs,31,1542684,0.7206,5,No
Transformer,CatsDogs,7,589739,0.7218,5,No
Transformer,CatsDogs,38,1236069,0.7012,5,No
Transformer,CatsDogs,54,461611,0.6818,5,No
Transformer,CatsDogs,98,1592382,0.7079,5,No
Transformer,CatsDogs,53,449320,0.7127,5,No
Transformer,CatsDogs,91,2972559,0.6818,5,No
Transformer,CatsDogs,65,501520,0.6976,5,No
Transformer,CatsDogs,62,216862,0.6733,5,No
Transformer,CatsDogs,96,378811,0.7042,5,No
Transformer,CatsDogs,1,1237700,0.7133,5,No
Transformer,CatsDogs,39,582547,0.7418,5,No
Transformer,CatsDogs,6,1237022,0.7085,5,No
Transformer,CatsDogs,30,1906608,0.7176,5,No
Transformer,CatsDogs,8,1122939,0.5655,5,No
Transformer,CatsDogs,37,1780914,0.6752,5,No
Transformer,CatsDogs,97,1202400,0.7097,5,No
Transformer,CatsDogs,63,1555220,0.7333,5,No
Transformer,CatsDogs,64,267676,0.6212,5,No
Transformer,CatsDogs,90,561308,0.6885,5,No
Transformer,CatsDogs,99,1323436,0.7073,5,No
Transformer,CatsDogs,52,512418,0.6885,5,No
Transformer,CatsDogs,55,596846,0.6467,5,No
Transformer,CatsDogs,83,565783,0.6958,5,No
Transformer,CatsDogs,77,912831,0.6788,5,No
Transformer,CatsDogs,48,540520,0.6673,5,No
Transformer,CatsDogs,70,277073,0.7048,5,No
Transformer,CatsDogs,84,350796,0.7800,5,No
Transformer,CatsDogs,46,146622,0.5994,5,No
Transformer,CatsDogs,79,789872,0.7248,5,No
Transformer,CatsDogs,41,472275,0.7218,5,No
Transformer,CatsDogs,15,1042220,0.7103,5,No
Transformer,CatsDogs,12,678679,0.7242,5,No
Transformer,CatsDogs,24,1686204,0.6461,5,No
Transformer,CatsDogs,23,273821,0.7345,5,No
Transformer,CatsDogs,40,538597,0.6909,5,No
Transformer,CatsDogs,47,556480,0.7188,5,No
Transformer,CatsDogs,78,582248,0.6158,5,No
Transformer,CatsDogs,85,1211104,0.7715,5,No
Transformer,CatsDogs,71,1522718,0.7079,5,No
Transformer,CatsDogs,100,218746,0.7091,5,No
Transformer,CatsDogs,76,1263106,0.6388,5,No
Transformer,CatsDogs,82,1484709,0.6982,5,No
Transformer,CatsDogs,49,465644,0.7145,5,No
Transformer,CatsDogs,22,1541912,0.7176,5,No
Transformer,CatsDogs,25,1160957,0.7164,5,No
Transformer,CatsDogs,13,1638926,0.7139,5,No
Transformer,CatsDogs,14,685982,0.7139,5,No
Transformer,CatsDogs,50,1132722,0.6091,5,No
Transformer,CatsDogs,68,210509,0.6661,5,No
Transformer,CatsDogs,57,1415516,0.5842,5,No
Transformer,CatsDogs,61,1601934,0.6988,5,No
Transformer,CatsDogs,95,1027906,0.6085,5,No
Transformer,CatsDogs,59,640378,0.7218,5,No
Transformer,CatsDogs,92,2233328,0.7000,1,No
Transformer,CatsDogs,66,1431008,0.7079,5,No
Transformer,CatsDogs,32,226082,0.7085,5,No
Transformer,CatsDogs,35,226372,0.7012,5,No
Transformer,CatsDogs,3,155415,0.7067,5,No
Transformer,CatsDogs,4,3053174,0.5915,5,No
Transformer,CatsDogs,58,603529,0.6909,5,No
Transformer,CatsDogs,67,1552578,0.6442,5,No
Transformer,CatsDogs,93,400603,0.7121,5,No
Transformer,CatsDogs,94,460623,0.6588,5,No
Transformer,CatsDogs,60,933443,0.6673,5,No
Transformer,CatsDogs,69,729268,0.5715,5,No
Transformer,CatsDogs,56,860003,0.7000,5,No
Transformer,CatsDogs,5,249572,0.7073,5,No
Transformer,CatsDogs,2,998393,0.7158,5,No
Transformer,CatsDogs,34,212756,0.7618,5,No
Transformer,CatsDogs,33,1358766,0.7212,5,No
Transformer,CatsDogs,11,427318,0.6564,5,No
Transformer,CatsDogs,29,1073882,0.7067,5,No
Transformer,CatsDogs,16,183230,0.5794,5,No
Transformer,CatsDogs,20,762330,0.6897,5,No
Transformer,CatsDogs,18,2312768,0.6673,5,No
Transformer,CatsDogs,27,551310,0.6527,5,No
Transformer,CatsDogs,73,1194504,0.7109,5,No
Transformer,CatsDogs,87,1549103,0.7115,5,No
Transformer,CatsDogs,80,1710357,0.7473,5,No
Transformer,CatsDogs,74,620486,0.7000,5,No
Transformer,CatsDogs,42,235183,0.6848,5,No
Transformer,CatsDogs,89,644124,0.5867,5,No
Transformer,CatsDogs,45,1533555,0.7024,5,No
Transformer,CatsDogs,19,2389698,0.7133,5,No
Transformer,CatsDogs,26,3145129,0.7448,5,No
Transformer,CatsDogs,21,927677,0.5703,5,No
Transformer,CatsDogs,28,391879,0.6812,5,No
Transformer,CatsDogs,17,994838,0.6952,5,No
Transformer,CatsDogs,10,734680,0.6976,5,No
Transformer,CatsDogs,44,1068818,0.6636,5,No
Transformer,CatsDogs,43,1524524,0.7103,5,No
Transformer,CatsDogs,88,762382,0.7042,5,No
Transformer,CatsDogs,75,2129078,0.7388,5,No
Transformer,CatsDogs,81,296196,0.6879,5,No
Transformer,CatsDogs,86,251226,0.7218,5,No
Transformer,CatsDogs,72,1919801,0.7115,5,No
Transformer,ChlorineConcentration,36,1453443,0.5419,5,No
Transformer,ChlorineConcentration,9,1539963,0.5244,5,No
Transformer,ChlorineConcentration,31,2145896,0.5427,5,No
Transformer,ChlorineConcentration,7,696641,0.5385,5,No
Transformer,ChlorineConcentration,38,481696,0.5411,5,No
Transformer,ChlorineConcentration,54,293676,0.5409,5,No
Transformer,ChlorineConcentration,98,2055170,0.5358,5,No
Transformer,ChlorineConcentration,53,239961,0.5465,5,No
Transformer,ChlorineConcentration,91,341758,0.5395,5,No
Transformer,ChlorineConcentration,65,1849980,0.5466,5,No
Transformer,ChlorineConcentration,62,438621,0.5447,5,No
Transformer,ChlorineConcentration,96,792499,0.5418,5,No
Transformer,ChlorineConcentration,1,605916,0.5417,5,No
Transformer,ChlorineConcentration,39,991101,0.5434,5,No
Transformer,ChlorineConcentration,6,423609,0.5231,5,No
Transformer,ChlorineConcentration,30,1835940,0.5452,5,No
Transformer,ChlorineConcentration,8,2844783,0.5326,5,No
Transformer,ChlorineConcentration,37,1505808,0.5424,5,No
Transformer,ChlorineConcentration,97,2289926,0.5426,5,No
Transformer,ChlorineConcentration,63,2779658,0.5404,5,No
Transformer,ChlorineConcentration,64,1465173,0.5419,5,No
Transformer,ChlorineConcentration,90,309975,0.5406,5,No
Transformer,ChlorineConcentration,99,895575,0.5147,5,No
Transformer,ChlorineConcentration,52,4133511,0.5380,5,No
Transformer,ChlorineConcentration,55,211689,0.5475,5,No
Transformer,ChlorineConcentration,83,132055,0.5416,5,No
Transformer,ChlorineConcentration,77,655035,0.5426,5,No
Transformer,ChlorineConcentration,48,1472504,0.5370,5,No
Transformer,ChlorineConcentration,70,413651,0.5461,5,No
Transformer,ChlorineConcentration,84,611891,0.5266,5,No
Transformer,ChlorineConcentration,46,975824,0.5222,5,No
Transformer,ChlorineConcentration,79,258571,0.5378,5,No
Transformer,ChlorineConcentration,41,1220035,0.5372,5,No
Transformer,ChlorineConcentration,15,1408743,0.5390,5,No
Transformer,ChlorineConcentration,12,370851,0.5320,5,No
Transformer,ChlorineConcentration,24,1321955,0.5459,5,No
Transformer,ChlorineConcentration,23,1340037,0.5247,5,No
Transformer,ChlorineConcentration,40,1074945,0.5099,5,No
Transformer,ChlorineConcentration,47,299236,0.5438,5,No
Transformer,ChlorineConcentration,78,594955,0.5312,5,No
Transformer,ChlorineConcentration,85,384573,0.5463,5,No
Transformer,ChlorineConcentration,71,1270484,0.5350,5,No
Transformer,ChlorineConcentration,100,1316511,0.5443,5,No
Transformer,ChlorineConcentration,76,558719,0.5431,5,No
Transformer,ChlorineConcentration,82,148188,0.5264,5,No
Transformer,ChlorineConcentration,49,2176642,0.5411,5,No
Transformer,ChlorineConcentration,22,642924,0.5242,5,No
Transformer,ChlorineConcentration,25,2756617,0.5418,5,No
Transformer,ChlorineConcentration,13,622281,0.5154,5,No
Transformer,ChlorineConcentration,14,2259358,0.5413,5,No
Transformer,ChlorineConcentration,50,963574,0.5389,5,No
Transformer,ChlorineConcentration,68,1722078,0.5372,5,No
Transformer,ChlorineConcentration,57,2122273,0.5432,5,No
Transformer,ChlorineConcentration,61,302964,0.5249,5,No
Transformer,ChlorineConcentration,95,1009503,0.5122,5,No
Transformer,ChlorineConcentration,59,463071,0.5464,5,No
Transformer,ChlorineConcentration,92,1472820,0.5468,5,No
Transformer,ChlorineConcentration,66,220703,0.5361,5,No
Transformer,ChlorineConcentration,32,1068519,0.5452,5,No
Transformer,ChlorineConcentration,35,491587,0.5454,5,No
Transformer,ChlorineConcentration,3,798749,0.5135,5,No
Transformer,ChlorineConcentration,4,1702872,0.5352,5,No
Transformer,ChlorineConcentration,58,2772101,0.5449,5,No
Transformer,ChlorineConcentration,67,2825871,0.5440,5,No
Transformer,ChlorineConcentration,93,1986577,0.5213,5,No
Transformer,ChlorineConcentration,94,356016,0.5388,5,No
Transformer,ChlorineConcentration,60,1015739,0.5422,5,No
Transformer,ChlorineConcentration,69,2159614,0.5383,5,No
Transformer,ChlorineConcentration,56,2026289,0.5457,5,No
Transformer,ChlorineConcentration,51,1455509,0.5421,5,No
Transformer,ChlorineConcentration,5,417738,0.5336,5,No
Transformer,ChlorineConcentration,2,181061,0.5415,5,No
Transformer,ChlorineConcentration,34,835980,0.5434,5,No
Transformer,ChlorineConcentration,33,1087422,0.5392,5,No
Transformer,ChlorineConcentration,11,524391,0.5044,5,No
Transformer,ChlorineConcentration,29,513587,0.4969,5,No
Transformer,ChlorineConcentration,16,197740,0.5395,5,No
Transformer,ChlorineConcentration,20,1609427,0.5385,5,No
Transformer,ChlorineConcentration,18,1086955,0.5449,5,No
Transformer,ChlorineConcentration,27,418059,0.5371,5,No
Transformer,ChlorineConcentration,73,840792,0.5442,5,No
Transformer,ChlorineConcentration,87,2494323,0.5399,5,No
Transformer,ChlorineConcentration,80,1166823,0.5439,5,No
Transformer,ChlorineConcentration,74,1561476,0.5327,5,No
Transformer,ChlorineConcentration,42,1701069,0.5418,5,No
Transformer,ChlorineConcentration,89,1627047,0.5036,5,No
Transformer,ChlorineConcentration,45,1081524,0.5252,5,No
Transformer,ChlorineConcentration,19,2715159,0.5304,5,No
Transformer,ChlorineConcentration,26,1791766,0.5300,5,No
Transformer,ChlorineConcentration,21,976206,0.5390,5,No
Transformer,ChlorineConcentration,28,1309071,0.5059,5,No
Transformer,ChlorineConcentration,17,2202634,0.5305,5,No
Transformer,ChlorineConcentration,10,2716373,0.5070,5,No
Transformer,ChlorineConcentration,44,340704,0.5470,5,No
Transformer,ChlorineConcentration,43,2476411,0.5314,5,No
Transformer,ChlorineConcentration,88,908464,0.5434,5,No
Transformer,ChlorineConcentration,75,948059,0.5394,5,No
Transformer,ChlorineConcentration,81,112280,0.5413,5,No
Transformer,ChlorineConcentration,86,550746,0.5124,5,No
Transformer,ChlorineConcentration,72,374997,0.5417,5,No
Transformer,CinCECGTorso,36,365970,0.8829,5,No
Transformer,CinCECGTorso,9,1745076,0.9820,5,No
Transformer,CinCECGTorso,31,811108,0.9764,5,No
Transformer,CinCECGTorso,7,2519364,0.7034,5,No
Transformer,CinCECGTorso,38,998571,0.8576,5,No
Transformer,CinCECGTorso,54,2313154,0.6265,5,No
Transformer,CinCECGTorso,98,1495002,0.8556,1,No
Transformer,CinCECGTorso,53,995086,0.8029,5,No
Transformer,CinCECGTorso,91,1288878,0.9471,5,No
Transformer,CinCECGTorso,65,1074154,0.9084,5,No
Transformer,CinCECGTorso,62,3145575,0.8744,5,No
Transformer,CinCECGTorso,96,2256825,0.8850,5,No
Transformer,CinCECGTorso,1,2345669,0.8465,5,No
Transformer,CinCECGTorso,39,155673,0.8846,5,No
Transformer,CinCECGTorso,6,625670,0.8872,5,No
Transformer,CinCECGTorso,30,1456641,0.9332,5,No
Transformer,CinCECGTorso,8,438923,0.9677,5,No
Transformer,CinCECGTorso,37,1237882,0.8515,5,No
Transformer,CinCECGTorso,97,177288,0.6710,5,No
Transformer,CinCECGTorso,63,551456,0.6213,5,No
Transformer,CinCECGTorso,64,392025,0.7368,5,No
Transformer,CinCECGTorso,90,1124062,0.9453,5,No
Transformer,CinCECGTorso,99,2690714,0.4927,5,No
Transformer,CinCECGTorso,52,183408,0.3552,5,No
Transformer,CinCECGTorso,55,2390172,0.9318,5,No
Transformer,CinCECGTorso,83,856866,0.9635,5,No
Transformer,CinCECGTorso,77,382543,0.8848,5,No
Transformer,CinCECGTorso,48,679171,0.9606,5,No
Transformer,CinCECGTorso,70,213070,0.9346,5,No
Transformer,CinCECGTorso,84,2234184,0.9091,5,No
Transformer,CinCECGTorso,46,734994,0.7789,5,No
Transformer,CinCECGTorso,79,1106958,0.8046,5,No
Transformer,CinCECGTorso,41,249718,0.8128,5,No
Transformer,CinCECGTorso,15,2003584,0.9749,5,No
Transformer,CinCECGTorso,12,1984905,0.9766,5,No
Transformer,CinCECGTorso,24,949596,0.9667,5,No
Transformer,CinCECGTorso,23,475255,0.9309,5,No
Transformer,CinCECGTorso,40,3053596,0.3281,5,No
Transformer,CinCECGTorso,47,427536,0.5983,5,No
Transformer,CinCECGTorso,78,2029564,0.8563,5,No
Transformer,CinCECGTorso,85,472548,0.7602,5,No
Transformer,CinCECGTorso,71,226518,0.9363,5,No
Transformer,CinCECGTorso,100,2833918,0.8598,5,No
Transformer,CinCECGTorso,76,248582,0.9174,5,No
Transformer,CinCECGTorso,82,736782,0.9638,5,No
Transformer,CinCECGTorso,49,1639246,0.9621,5,No
Transformer,CinCECGTorso,22,843214,0.8057,5,No
Transformer,CinCECGTorso,25,676966,0.8991,5,No
Transformer,CinCECGTorso,13,246117,0.7974,5,No
Transformer,CinCECGTorso,14,232126,0.5401,5,No
Transformer,CinCECGTorso,50,686264,0.8741,5,No
Transformer,CinCECGTorso,68,226228,0.8692,5,No
Transformer,CinCECGTorso,57,928075,0.2854,5,No
Transformer,CinCECGTorso,61,1161279,0.8782,5,No
Transformer,CinCECGTorso,95,1537514,0.9492,5,No
Transformer,CinCECGTorso,59,274051,0.9519,5,No
Transformer,CinCECGTorso,92,1222124,0.9453,5,No
Transformer,CinCECGTorso,66,1906914,0.9577,5,No
Transformer,CinCECGTorso,32,416746,0.8889,5,No
Transformer,CinCECGTorso,35,585354,0.8973,5,No
Transformer,CinCECGTorso,3,139255,0.7321,5,No
Transformer,CinCECGTorso,4,195320,0.9559,5,No
Transformer,CinCECGTorso,58,1542124,0.8489,5,No
Transformer,CinCECGTorso,67,1543054,0.8501,5,No
Transformer,CinCECGTorso,93,2332888,0.9508,5,No
Transformer,CinCECGTorso,94,3399466,0.8449,5,No
Transformer,CinCECGTorso,60,1686696,0.5605,5,No
Transformer,CinCECGTorso,69,1359224,0.9793,5,No
Transformer,CinCECGTorso,56,762728,0.8086,5,No
Transformer,CinCECGTorso,51,1042450,0.8796,5,No
Transformer,CinCECGTorso,5,1761970,0.9839,5,No
Transformer,CinCECGTorso,2,307210,0.9633,5,No
Transformer,CinCECGTorso,34,937532,0.8630,5,No
Transformer,CinCECGTorso,33,2610951,0.9372,5,No
Transformer,CinCECGTorso,11,2003540,0.4258,5,No
Transformer,CinCECGTorso,29,785232,0.9154,5,No
Transformer,CinCECGTorso,16,1196802,0.9287,5,No
Transformer,CinCECGTorso,20,1751496,0.6335,5,No
Transformer,CinCECGTorso,18,1051236,0.9154,5,No
Transformer,CinCECGTorso,27,1089716,0.5210,5,No
Transformer,CinCECGTorso,73,1524098,0.9195,5,No
Transformer,CinCECGTorso,87,2102692,0.8440,5,No
Transformer,CinCECGTorso,80,930544,0.8791,5,No
Transformer,CinCECGTorso,74,493768,0.5761,5,No
Transformer,CinCECGTorso,42,1237458,0.9593,5,No
Transformer,CinCECGTorso,89,403010,0.9321,3,No
Transformer,CinCECGTorso,45,2395018,0.9118,5,No
Transformer,CinCECGTorso,19,410544,0.9051,5,No
Transformer,CinCECGTorso,26,824198,0.8351,5,No
Transformer,CinCECGTorso,21,667128,0.9651,5,No
Transformer,CinCECGTorso,28,2218200,0.9438,5,No
Transformer,CinCECGTorso,17,1851984,0.9290,5,No
Transformer,CinCECGTorso,10,1656796,0.8395,5,No
Transformer,CinCECGTorso,44,1123169,0.3132,5,No
Transformer,CinCECGTorso,43,589957,0.8556,5,No
Transformer,CinCECGTorso,88,370848,0.7878,5,No
Transformer,CinCECGTorso,75,703732,0.6986,5,No
Transformer,CinCECGTorso,81,349434,0.9190,5,No
Transformer,CinCECGTorso,86,1715908,0.9111,5,No
Transformer,CinCECGTorso,72,1407656,0.8293,5,No
Transformer,CounterMovementJump,36,959382,0.5910,5,No
Transformer,CounterMovementJump,9,202073,0.5579,5,No
Transformer,CounterMovementJump,31,346106,0.6974,5,No
Transformer,CounterMovementJump,7,1834161,0.8007,5,No
Transformer,CounterMovementJump,38,181061,0.5271,5,No
Transformer,CounterMovementJump,54,1086955,0.6021,5,No
Transformer,CounterMovementJump,98,202286,0.9107,5,No
Transformer,CounterMovementJump,53,103806,0.5027,4,No
Transformer,CounterMovementJump,91,386180,0.9231,5,No
Transformer,CounterMovementJump,65,385693,0.7027,4,No
Transformer,CounterMovementJump,62,1791766,0.8845,5,No
Transformer,CounterMovementJump,96,182172,0.9712,5,No
Transformer,CounterMovementJump,1,320982,0.7040,5,No
Transformer,CounterMovementJump,39,798749,0.6614,5,No
Transformer,CounterMovementJump,6,1881101,0.9248,5,No
Transformer,CounterMovementJump,30,2828238,0.9505,5,No
Transformer,CounterMovementJump,8,570336,0.5767,5,No
Transformer,CounterMovementJump,37,605916,0.6052,5,No
Transformer,CounterMovementJump,97,836043,0.6545,5,No
Transformer,CounterMovementJump,63,418059,0.9179,5,No
Transformer,CounterMovementJump,64,1309071,0.4448,5,No
Transformer,CounterMovementJump,90,1413615,0.7560,5,No
Transformer,CounterMovementJump,99,1875403,0.5464,5,No
Transformer,CounterMovementJump,52,197740,0.8062,5,No
Transformer,CounterMovementJump,55,2715159,0.7074,5,No
Transformer,CounterMovementJump,83,647418,0.6043,5,No
Transformer,CounterMovementJump,77,778326,0.7019,5,No
Transformer,CounterMovementJump,48,370851,0.7124,5,No
Transformer,CounterMovementJump,70,835980,0.9071,2,No
Transformer,CounterMovementJump,84,1111889,0.6350,5,No
Transformer,CounterMovementJump,46,2716373,0.9433,5,No
Transformer,CounterMovementJump,79,769989,0.7788,5,No
Transformer,CounterMovementJump,41,417738,0.9148,5,No
Transformer,CounterMovementJump,15,1314830,0.7940,5,No
Transformer,CounterMovementJump,12,1091742,0.5845,5,No
Transformer,CounterMovementJump,24,569772,0.9200,5,No
Transformer,CounterMovementJump,23,460068,0.5645,5,No
Transformer,CounterMovementJump,40,1702872,0.5000,5,No
Transformer,CounterMovementJump,47,709919,0.4923,4,No
Transformer,CounterMovementJump,78,1906931,0.7705,5,No
Transformer,CounterMovementJump,85,1378545,0.6619,5,No
Transformer,CounterMovementJump,71,491587,0.7395,5,No
Transformer,CounterMovementJump,100,1781118,0.7029,5,No
Transformer,CounterMovementJump,76,1488672,0.6702,5,No
Transformer,CounterMovementJump,82,2271363,0.7081,5,No
Transformer,CounterMovementJump,49,622281,0.4067,5,No
Transformer,CounterMovementJump,22,107754,0.9083,5,Yes
Transformer,CounterMovementJump,25,885133,0.9586,5,No
Transformer,CounterMovementJump,13,686886,0.5976,5,No
Transformer,CounterMovementJump,14,831471,0.4831,5,No
Transformer,CounterMovementJump,50,2259358,0.5693,5,No
Transformer,CounterMovementJump,68,1068519,0.6693,5,No
Transformer,CounterMovementJump,57,976206,0.5233,5,No
Transformer,CounterMovementJump,61,2756617,0.4979,5,No
Transformer,CounterMovementJump,95,1830647,0.5871,5,No
Transformer,CounterMovementJump,59,1340037,0.9010,5,No
Transformer,CounterMovementJump,92,359779,0.6595,5,No
Transformer,CounterMovementJump,66,1835940,0.6660,5,No
Transformer,CounterMovementJump,32,714644,0.6719,5,No
Transformer,CounterMovementJump,35,1529805,0.7914,5,No
Transformer,CounterMovementJump,3,824602,0.6612,5,No
Transformer,CounterMovementJump,4,2807938,0.9533,5,No
Transformer,CounterMovementJump,58,642924,0.6105,5,No
Transformer,CounterMovementJump,67,2145896,0.5605,5,No
Transformer,CounterMovementJump,93,724611,0.5988,5,No
Transformer,CounterMovementJump,94,1188136,0.6607,5,No
Transformer,CounterMovementJump,60,1321955,0.6674,5,No
Transformer,CounterMovementJump,69,1087422,0.7600,5,No
Transformer,CounterMovementJump,56,1609427,0.8050,5,No
Transformer,CounterMovementJump,51,1408743,0.9505,5,No
Transformer,CounterMovementJump,5,749427,0.5981,5,No
Transformer,CounterMovementJump,2,787425,0.4983,5,No
Transformer,CounterMovementJump,34,1662303,0.6755,5,No
Transformer,CounterMovementJump,33,1242247,0.6683,5,No
Transformer,CounterMovementJump,11,520915,0.9129,5,No
Transformer,CounterMovementJump,29,610815,0.6143,5,No
Transformer,CounterMovementJump,16,3942514,0.8643,1,No
Transformer,CounterMovementJump,20,2256447,0.8302,5,No
Transformer,CounterMovementJump,18,420413,0.5933,5,No
Transformer,CounterMovementJump,27,1037113,0.5293,5,No
Transformer,CounterMovementJump,73,1198897,0.5843,5,No
Transformer,CounterMovementJump,87,1175671,0.6164,5,No
Transformer,CounterMovementJump,80,2260447,0.8836,5,No
Transformer,CounterMovementJump,74,2472003,0.8869,5,No
Transformer,CounterMovementJump,42,166269,0.9229,4,No
Transformer,CounterMovementJump,89,998233,0.4745,5,No
Transformer,CounterMovementJump,45,1539963,0.9481,5,No
Transformer,CounterMovementJump,19,1572279,0.9467,5,No
Transformer,CounterMovementJump,26,960516,0.8745,5,No
Transformer,CounterMovementJump,21,1156131,0.8276,5,No
Transformer,CounterMovementJump,28,2478727,0.6619,5,No
Transformer,CounterMovementJump,17,171276,0.6795,5,No
Transformer,CounterMovementJump,10,649496,0.6348,5,No
Transformer,CounterMovementJump,44,2844783,0.9305,5,No
Transformer,CounterMovementJump,43,696641,0.7193,5,No
Transformer,CounterMovementJump,88,876273,0.5093,5,No
Transformer,CounterMovementJump,75,1513448,0.5610,5,No
Transformer,CounterMovementJump,81,388038,0.4164,5,No
Transformer,CounterMovementJump,86,588199,0.9607,5,No
Transformer,CounterMovementJump,72,1453443,0.8407,5,No
Transformer,DucksAndGeese,36,2255600,0.2200,5,No
Transformer,DucksAndGeese,9,1006006,0.6560,5,No
Transformer,DucksAndGeese,31,788921,0.3800,5,No
Transformer,DucksAndGeese,7,1647134,0.3800,5,No
Transformer,DucksAndGeese,38,307331,0.6260,5,No
Transformer,DucksAndGeese,54,1051426,0.8880,5,No
Transformer,DucksAndGeese,98,1312629,0.5300,5,No
Transformer,DucksAndGeese,53,1852113,0.4460,5,No
Transformer,DucksAndGeese,91,685044,0.2780,5,No
Transformer,DucksAndGeese,65,785461,0.2800,5,No
Transformer,DucksAndGeese,62,824349,0.2920,5,No
Transformer,DucksAndGeese,96,647168,0.2500,5,No
Transformer,DucksAndGeese,1,449089,0.2600,5,No
Transformer,DucksAndGeese,39,139364,0.3720,5,No
Transformer,DucksAndGeese,6,406708,0.3440,5,No
Transformer,DucksAndGeese,30,586618,0.2560,5,No
Transformer,DucksAndGeese,8,1392471,0.3520,5,No
Transformer,DucksAndGeese,37,2345850,0.3560,5,No
Transformer,DucksAndGeese,97,373476,0.3980,5,No
Transformer,DucksAndGeese,63,1089829,0.2420,5,No
Transformer,DucksAndGeese,64,2218446,0.9080,5,No
Transformer,DucksAndGeese,90,3724241,0.2820,5,No
Transformer,DucksAndGeese,99,1015617,0.3220,5,No
Transformer,DucksAndGeese,52,1196901,0.3840,5,No
Transformer,DucksAndGeese,55,410641,0.3040,5,No
Transformer,DucksAndGeese,83,425384,0.3100,5,No
Transformer,DucksAndGeese,77,957978,0.6300,5,No
Transformer,DucksAndGeese,48,1985130,0.3760,5,No
Transformer,DucksAndGeese,70,937657,0.3360,5,No
Transformer,DucksAndGeese,84,247271,0.3300,5,No
Transformer,DucksAndGeese,46,1656925,0.2680,5,No
Transformer,DucksAndGeese,79,1394156,0.5820,5,No
Transformer,DucksAndGeese,41,1762169,0.7560,5,No
Transformer,DucksAndGeese,15,503626,0.3640,5,No
Transformer,DucksAndGeese,12,598916,0.3260,5,No
Transformer,DucksAndGeese,24,1300089,0.2300,5,No
Transformer,DucksAndGeese,23,2438773,0.4440,5,No
Transformer,DucksAndGeese,40,195406,0.2760,5,No
Transformer,DucksAndGeese,47,2003785,0.2300,5,No
Transformer,DucksAndGeese,78,1598871,0.2880,5,No
Transformer,DucksAndGeese,85,3257589,0.5240,5,No
Transformer,DucksAndGeese,71,585531,0.7280,5,No
Transformer,DucksAndGeese,100,1951017,0.2740,5,No
Transformer,DucksAndGeese,76,1404239,0.2700,5,No
Transformer,DucksAndGeese,82,520945,0.3300,5,No
Transformer,DucksAndGeese,49,246198,0.2580,5,No
Transformer,DucksAndGeese,22,859103,0.2700,5,No
Transformer,DucksAndGeese,25,733995,0.5520,5,No
Transformer,DucksAndGeese,13,2385728,0.2560,5,No
Transformer,DucksAndGeese,14,264674,0.2960,5,No
Transformer,DucksAndGeese,50,232223,0.2780,5,No
Transformer,DucksAndGeese,68,416873,0.3940,5,No
Transformer,DucksAndGeese,57,667331,0.4040,5,No
Transformer,DucksAndGeese,61,677132,0.3280,5,No
