Model,Dataset,Config_ID,Model_Size_Parameters,Performance_Val_Accuracy_Avg,Num_Seeds_Averaged,Is_Pareto_Optimal
CNN,BinaryHeartbeat,47,1084912,0.6600,5,No
CNN,BinaryHeartbeat,78,221446,0.6205,5,No
CNN,BinaryHeartbeat,85,1747955,0.6166,5,No
CNN,BinaryHeartbeat,71,404030,0.6746,5,No
CNN,BinaryHeartbeat,100,156772,0.6356,5,No
CNN,BinaryHeartbeat,76,1063778,0.6546,5,No
CNN,BinaryHeartbeat,82,181702,0.6761,5,No
CNN,BinaryHeartbeat,49,643138,0.6024,5,No
CNN,BinaryHeartbeat,22,283436,0.7059,5,No
CNN,BinaryHeartbeat,25,398660,0.6932,5,No
CNN,BinaryHeartbeat,13,459263,0.5961,5,No
CNN,BinaryHeartbeat,14,133624,0.6839,5,No
CNN,BinaryHeartbeat,50,48710,0.7278,5,No
CNN,BinaryHeartbeat,68,26336,0.6620,5,No
CNN,BinaryHeartbeat,57,148370,0.6390,5,No
CNN,BinaryHeartbeat,61,199393,0.6127,5,No
CNN,BinaryHeartbeat,95,1492066,0.5137,5,No
CNN,BinaryHeartbeat,59,324732,0.5810,5,No
CNN,BinaryHeartbeat,92,1058348,0.6941,5,No
CNN,BinaryHeartbeat,66,82020,0.7068,5,No
CNN,BinaryHeartbeat,32,21142,0.6254,5,No
CNN,BinaryHeartbeat,35,1432616,0.6024,5,No
CNN,BinaryHeartbeat,3,44270,0.7239,5,No
CNN,BinaryHeartbeat,4,173570,0.6546,5,No
CNN,BinaryHeartbeat,58,757342,0.6273,5,No
CNN,BinaryHeartbeat,67,764090,0.6741,5,No
CNN,BinaryHeartbeat,93,60482,0.7288,5,No
CNN,BinaryHeartbeat,94,250454,0.7000,5,No
CNN,BinaryHeartbeat,60,154700,0.6590,5,No
CNN,BinaryHeartbeat,69,1001858,0.5751,5,No
CNN,BinaryHeartbeat,56,1355776,0.7044,5,No
CNN,BinaryHeartbeat,51,1268487,0.6907,5,No
CNN,BinaryHeartbeat,5,347042,0.7190,5,No
CNN,BinaryHeartbeat,2,1001486,0.5673,5,No
CNN,BinaryHeartbeat,34,255128,0.6429,5,No
CNN,BinaryHeartbeat,33,8084,0.6590,5,No
CNN,BinaryHeartbeat,11,519234,0.5605,5,No
CNN,BinaryHeartbeat,29,334146,0.7141,5,No
CNN,BinaryHeartbeat,16,469128,0.6805,5,No
CNN,BinaryHeartbeat,20,40217,0.6590,5,No
CNN,BinaryHeartbeat,18,63098,0.5839,5,No
CNN,BinaryHeartbeat,27,322760,0.6361,5,No
CNN,BinaryHeartbeat,73,302810,0.5888,5,No
CNN,BinaryHeartbeat,87,240887,0.7107,5,No
CNN,BinaryHeartbeat,80,902576,0.5317,5,No
CNN,BinaryHeartbeat,74,712502,0.6820,5,No
CNN,BinaryHeartbeat,42,357051,0.5849,5,No
CNN,BinaryHeartbeat,89,10290,0.7054,5,No
CNN,BinaryHeartbeat,45,491577,0.5537,5,No
CNN,BinaryHeartbeat,19,908854,0.5156,5,No
CNN,BinaryHeartbeat,26,728352,0.5580,5,No
CNN,BinaryHeartbeat,21,14863,0.7351,5,No
CNN,BinaryHeartbeat,28,120772,0.7049,5,No
CNN,BinaryHeartbeat,17,18866,0.6507,5,No
CNN,BinaryHeartbeat,10,10698,0.6854,5,No
CNN,BinaryHeartbeat,44,83495,0.5805,5,No
CNN,BinaryHeartbeat,43,238556,0.7083,5,No
CNN,BinaryHeartbeat,88,224072,0.7185,5,No
CNN,BinaryHeartbeat,75,286622,0.7249,5,No
CNN,BinaryHeartbeat,81,982940,0.5741,5,No
CNN,BinaryHeartbeat,86,1705498,0.7107,5,No
CNN,BinaryHeartbeat,72,554897,0.5673,5,No
CNN,BirdChicken,36,79337,0.7600,5,No
CNN,BirdChicken,9,146610,0.5100,5,No
CNN,BirdChicken,31,170717,0.8100,5,No
CNN,BirdChicken,7,4974,0.5400,5,No
CNN,BirdChicken,38,114665,0.7350,5,No
CNN,BirdChicken,54,79247,0.6850,5,No
CNN,BirdChicken,98,32922,0.7400,5,No
CNN,BirdChicken,53,117070,0.7050,5,No
CNN,BirdChicken,91,79851,0.7450,5,No
CNN,BirdChicken,65,27042,0.7750,5,No
CNN,BirdChicken,62,72496,0.8300,5,No
CNN,BirdChicken,96,256994,0.7850,5,No
CNN,BirdChicken,1,81136,0.6700,5,No
CNN,BirdChicken,39,60354,0.7950,5,No
CNN,BirdChicken,6,165998,0.8100,5,No
CNN,BirdChicken,30,123290,0.7450,5,No
CNN,BirdChicken,8,51546,0.7350,5,No
CNN,BirdChicken,37,166172,0.6850,5,No
CNN,BirdChicken,97,67277,0.6950,5,No
CNN,BirdChicken,63,11126,0.6550,5,No
CNN,BirdChicken,64,86022,0.8300,5,No
CNN,BirdChicken,90,125534,0.6850,5,No
CNN,BirdChicken,99,14014,0.7850,5,No
CNN,BirdChicken,52,106504,0.7550,5,No
CNN,BirdChicken,55,82258,0.8000,5,No
CNN,BirdChicken,83,121896,0.7950,5,No
CNN,BirdChicken,77,66952,0.7800,5,No
CNN,BirdChicken,48,54632,0.7650,5,No
CNN,BirdChicken,70,165728,0.8100,5,No
CNN,BirdChicken,84,25612,0.7100,5,No
CNN,BirdChicken,46,259492,0.7950,5,No
CNN,BirdChicken,79,148242,0.7550,5,No
CNN,BirdChicken,41,458502,0.7700,5,No
CNN,BirdChicken,15,3369,0.7350,5,No
CNN,BirdChicken,12,79628,0.6550,5,No
CNN,BirdChicken,24,8034,0.5950,5,No
CNN,BirdChicken,23,37046,0.8150,5,No
CNN,BirdChicken,40,74870,0.8100,5,No
CNN,BirdChicken,47,211260,0.7950,5,No
CNN,BirdChicken,78,31880,0.7400,5,No
CNN,BirdChicken,85,734189,0.7650,5,No
CNN,BirdChicken,71,45590,0.7400,5,No
CNN,BirdChicken,100,31112,0.6700,5,No
CNN,BirdChicken,76,140674,0.7500,5,No
CNN,BirdChicken,82,134414,0.7400,5,No
CNN,BirdChicken,49,115650,0.7300,5,No
CNN,BirdChicken,22,183526,0.6950,5,No
CNN,BirdChicken,25,77222,0.6400,5,No
CNN,BirdChicken,13,51383,0.7650,5,No
CNN,BirdChicken,14,60494,0.8350,5,No
CNN,BirdChicken,50,30206,0.6000,5,No
CNN,BirdChicken,68,3676,0.6050,5,No
CNN,BirdChicken,57,16498,0.7800,5,No
CNN,BirdChicken,61,22233,0.7700,5,No
CNN,BirdChicken,95,568962,0.7400,5,No
CNN,BirdChicken,59,36262,0.7550,5,No
CNN,BirdChicken,92,283600,0.6450,5,No
CNN,BirdChicken,66,70244,0.7450,5,No
CNN,BirdChicken,32,13974,0.7800,5,No
CNN,BirdChicken,35,501270,0.8100,5,No
CNN,BirdChicken,3,36334,0.5650,5,No
CNN,BirdChicken,4,41730,0.7900,5,No
CNN,BirdChicken,58,130950,0.7350,5,No
CNN,BirdChicken,67,112972,0.7800,5,No
CNN,BirdChicken,93,41978,0.6600,5,No
CNN,BirdChicken,94,27974,0.7750,5,No
CNN,BirdChicken,60,137036,0.7550,5,No
CNN,BirdChicken,69,210626,0.7700,5,No
CNN,BirdChicken,56,424430,0.8300,5,No
CNN,BirdChicken,51,386593,0.7350,5,No
CNN,BirdChicken,5,50330,0.6800,5,No
CNN,BirdChicken,2,111350,0.7450,5,No
CNN,BirdChicken,34,47068,0.8500,5,No
CNN,BirdChicken,33,3476,0.6400,5,No
CNN,BirdChicken,11,57682,0.7350,5,No
CNN,BirdChicken,29,70402,0.6100,5,No
CNN,BirdChicken,16,65270,0.7200,5,No
CNN,BirdChicken,20,31257,0.6050,5,No
CNN,BirdChicken,18,17778,0.6750,5,No
CNN,BirdChicken,27,300744,0.7850,5,No
CNN,BirdChicken,73,188480,0.7550,5,No
CNN,BirdChicken,87,136857,0.6900,5,No
CNN,BirdChicken,80,226732,0.7400,5,No
CNN,BirdChicken,74,94352,0.8200,5,No
CNN,BirdChicken,42,39811,0.7500,5,No
CNN,BirdChicken,89,2050,0.7150,5,No
CNN,BirdChicken,45,54751,0.7650,5,No
CNN,BirdChicken,19,101138,0.7000,5,No
CNN,BirdChicken,26,151412,0.6050,5,No
CNN,BirdChicken,21,3533,0.6600,5,No
CNN,BirdChicken,28,13652,0.8100,5,No
CNN,BirdChicken,17,2386,0.7350,5,No
CNN,BirdChicken,10,2458,0.7300,5,No
CNN,BirdChicken,44,9317,0.7150,5,No
CNN,BirdChicken,43,148946,0.8100,5,No
CNN,BirdChicken,88,184494,0.6950,5,No
CNN,BirdChicken,75,264862,0.7250,5,No
CNN,BirdChicken,81,109288,0.8050,5,No
CNN,BirdChicken,86,683490,0.7750,5,No
CNN,BirdChicken,72,85103,0.7350,5,No
CNN,CBF,36,50538,1.0000,5,No
CNN,CBF,9,143091,1.0000,5,No
CNN,CBF,31,109918,0.9994,5,No
CNN,CBF,7,4755,1.0000,5,No
CNN,CBF,38,43626,0.9830,5,No
CNN,CBF,54,50448,0.9989,5,No
CNN,CBF,98,20123,1.0000,5,No
CNN,CBF,53,44751,0.9815,5,No
CNN,CBF,91,30572,0.9738,5,No
CNN,CBF,65,10403,0.9996,5,No
CNN,CBF,62,67137,1.0000,5,No
CNN,CBF,96,253155,1.0000,5,No
CNN,CBF,1,63057,0.9966,5,No
CNN,CBF,39,30915,1.0000,5,No
CNN,CBF,6,110319,0.9998,5,No
CNN,CBF,30,119771,1.0000,5,No
CNN,CBF,8,29787,0.9976,5,No
CNN,CBF,37,162693,0.9985,5,No
CNN,CBF,97,25678,0.9824,5,No
CNN,CBF,63,8967,0.9996,5,No
CNN,CBF,64,56583,1.0000,5,No
CNN,CBF,90,121575,0.9987,5,No
CNN,CBF,99,12775,1.0000,5,No
CNN,CBF,52,40585,0.9968,5,No
CNN,CBF,55,73779,1.0000,5,No
CNN,CBF,83,46377,0.9963,5,No
CNN,CBF,77,25353,0.9959,5,No
CNN,CBF,48,25833,0.9985,5,No
CNN,CBF,70,106209,0.9998,5,No
CNN,CBF,84,15213,0.9978,5,No
CNN,CBF,46,189093,1.0000,5,No
CNN,CBF,79,78483,0.9963,5,No
CNN,CBF,41,378503,0.9998,5,No
CNN,CBF,15,3110,1.0000,5,No
CNN,CBF,12,50189,0.9931,5,No
CNN,CBF,24,7715,0.9998,5,No
CNN,CBF,23,14007,0.9976,5,No
CNN,CBF,40,72151,1.0000,5,No
CNN,CBF,47,143421,0.9981,5,No
CNN,CBF,78,17161,0.9989,5,No
CNN,CBF,85,655470,0.9981,5,No
CNN,CBF,71,17751,0.9942,5,No
CNN,CBF,100,21353,0.9972,5,No
CNN,CBF,76,68995,0.9953,5,No
CNN,CBF,82,130735,1.0000,5,No
CNN,CBF,49,74691,0.9989,5,No
CNN,CBF,22,175767,0.9998,5,No
CNN,CBF,25,52263,0.9968,5,No
CNN,CBF,13,19704,0.9931,5,No
CNN,CBF,14,54815,1.0000,5,No
CNN,CBF,50,28767,0.9994,5,No
CNN,CBF,68,1917,0.9957,5,No
CNN,CBF,57,6259,0.9981,5,No
CNN,CBF,61,8474,0.9944,5,No
CNN,CBF,95,497283,0.9996,5,No
CNN,CBF,59,13863,0.9884,5,No
CNN,CBF,92,223441,0.9996,5,No
CNN,CBF,66,69325,1.0000,5,No
CNN,CBF,32,13415,1.0000,5,No
CNN,CBF,35,428951,1.0000,5,No
CNN,CBF,3,35715,0.9994,5,No
CNN,CBF,4,31491,1.0000,5,No
CNN,CBF,58,82311,0.9970,5,No
CNN,CBF,67,62413,1.0000,5,No
CNN,CBF,93,40539,0.9968,5,No
CNN,CBF,94,10695,0.9998,5,No
CNN,CBF,60,135657,0.9994,5,No
CNN,CBF,69,149187,0.9987,5,No
CNN,CBF,56,352111,1.0000,5,No
CNN,CBF,51,318114,0.9991,5,No
CNN,CBF,5,27291,0.9983,5,No
CNN,CBF,2,42231,0.9839,5,No
CNN,CBF,34,30909,1.0000,5,No
CNN,CBF,33,3117,1.0000,5,No
CNN,CBF,11,21843,0.9847,5,No
CNN,CBF,29,49923,0.9998,5,No
CNN,CBF,16,33911,0.9994,5,No
CNN,CBF,20,30558,1.0000,5,No
CNN,CBF,18,14259,1.0000,5,No
CNN,CBF,27,299025,0.9998,5,No
CNN,CBF,73,179601,1.0000,5,No
CNN,CBF,87,128778,0.9996,5,No
CNN,CBF,80,174253,0.9983,5,No
CNN,CBF,74,46353,1.0000,5,No
CNN,CBF,42,15172,0.9961,5,No
CNN,CBF,89,1411,0.9978,5,No
CNN,CBF,45,20832,0.9815,5,No
CNN,CBF,19,38419,0.9718,5,No
CNN,CBF,26,106613,0.9974,5,No
CNN,CBF,21,2654,0.9989,5,No
CNN,CBF,28,5333,0.9998,5,No
CNN,CBF,17,1107,0.9996,5,Yes
CNN,CBF,10,1819,1.0000,5,Yes
CNN,CBF,44,3558,0.9787,5,No
CNN,CBF,43,141987,0.9996,5,No
CNN,CBF,88,181415,0.9981,5,No
CNN,CBF,75,263163,0.9994,5,No
CNN,CBF,81,41449,0.9837,5,No
CNN,CBF,86,604131,1.0000,5,No
CNN,CBF,72,48624,0.9991,5,No
CNN,Car,36,137119,0.8217,5,No
CNN,Car,9,153652,0.2900,5,No
CNN,Car,31,292699,0.8117,5,No
CNN,Car,7,5416,0.7250,5,No
CNN,Car,38,257191,0.7967,5,No
CNN,Car,54,137029,0.8233,5,No
CNN,Car,98,58604,0.8250,5,No
CNN,Car,53,262164,0.8000,5,No
CNN,Car,91,178721,0.8283,5,No
CNN,Car,65,60324,0.8150,5,No
CNN,Car,62,83218,0.8333,5,No
CNN,Car,96,264676,0.8217,5,No
CNN,Car,1,117298,0.7183,5,No
CNN,Car,39,119420,0.8417,5,No
CNN,Car,6,277708,0.8117,5,No
CNN,Car,30,130332,0.8167,5,No
CNN,Car,8,95204,0.7950,5,No
CNN,Car,37,173134,0.7667,5,No
CNN,Car,97,150739,0.7817,5,No
CNN,Car,63,15448,0.7383,5,No
CNN,Car,64,145088,0.8267,5,No
CNN,Car,90,133456,0.7400,5,No
CNN,Car,99,16496,0.7983,5,No
CNN,Car,52,238758,0.8133,5,No
CNN,Car,55,99220,0.8183,5,No
CNN,Car,83,273410,0.8150,5,No
CNN,Car,77,150414,0.8150,5,No
CNN,Car,48,112414,0.7950,5,No
CNN,Car,70,285142,0.8167,5,No
CNN,Car,84,46414,0.7300,5,No
CNN,Car,46,400734,0.8400,5,No
CNN,Car,79,288200,0.8033,5,No
CNN,Car,41,619004,0.7417,5,No
CNN,Car,15,3891,0.8183,5,No
CNN,Car,12,138694,0.7850,5,No
CNN,Car,24,8676,0.7450,5,No
CNN,Car,23,83272,0.8083,5,No
CNN,Car,40,80312,0.8083,5,No
CNN,Car,47,347366,0.7733,5,No
CNN,Car,78,61414,0.7733,5,No
CNN,Car,85,892123,0.7700,5,No
CNN,Car,71,101272,0.8150,5,No
CNN,Car,100,50634,0.7250,5,No
CNN,Car,76,284484,0.8000,5,No
CNN,Car,82,141776,0.8200,5,No
CNN,Car,49,197828,0.7983,5,No
CNN,Car,22,199048,0.7600,5,No
CNN,Car,25,127300,0.8283,5,No
CNN,Car,13,114745,0.8183,5,No
CNN,Car,14,71856,0.8333,5,No
CNN,Car,50,33088,0.4733,5,No
CNN,Car,68,7198,0.5033,5,No
CNN,Car,57,37044,0.8083,5,No
CNN,Car,61,49755,0.8183,5,No
CNN,Car,95,712772,0.7083,5,No
CNN,Car,59,81204,0.8017,5,No
CNN,Car,92,404298,0.8283,5,No
CNN,Car,66,72086,0.8467,5,No
CNN,Car,32,15096,0.8133,5,No
CNN,Car,35,646364,0.7883,5,No
CNN,Car,3,37576,0.5817,5,No
CNN,Car,4,62212,0.8233,5,No
CNN,Car,58,228536,0.7450,5,No
CNN,Car,67,214410,0.8083,5,No
CNN,Car,93,44860,0.7400,5,No
CNN,Car,94,62536,0.8133,5,No
CNN,Car,60,139798,0.8350,5,No
CNN,Car,69,333892,0.8050,5,No
CNN,Car,56,569524,0.8233,5,No
CNN,Car,51,523983,0.8300,5,No
CNN,Car,5,96556,0.8133,5,No
CNN,Car,2,250024,0.8083,5,No
CNN,Car,34,79390,0.8400,5,No
CNN,Car,33,4198,0.7817,5,No
CNN,Car,11,129588,0.7950,5,No
CNN,Car,29,111492,0.8117,5,No
CNN,Car,16,128188,0.8183,5,No
CNN,Car,20,32659,0.7917,5,No
CNN,Car,18,24820,0.8167,5,No
CNN,Car,27,304186,0.8217,5,No
CNN,Car,73,206242,0.7633,5,No
CNN,Car,87,153019,0.6700,5,No
CNN,Car,80,332022,0.7883,5,No
CNN,Car,74,190654,0.8217,5,No
CNN,Car,42,89093,0.8017,5,No
CNN,Car,89,3332,0.7733,5,No
CNN,Car,45,122805,0.8233,5,No
CNN,Car,19,226972,0.7767,5,No
CNN,Car,26,241294,0.7883,5,No
CNN,Car,21,5295,0.7733,5,No
CNN,Car,28,30294,0.8200,5,No
CNN,Car,17,4948,0.8183,5,No
CNN,Car,10,3740,0.7883,5,No
CNN,Car,44,20875,0.8233,5,No
CNN,Car,43,162868,0.8550,5,No
CNN,Car,88,190656,0.8000,5,No
CNN,Car,75,268264,0.8150,5,No
CNN,Car,81,245394,0.8200,5,No
CNN,Car,86,842708,0.8183,5,No
CNN,Car,72,158293,0.7933,5,No
CNN,CatsDogs,36,476507,0.7994,5,No
CNN,CatsDogs,9,195010,0.7964,5,No
CNN,CatsDogs,31,1009187,0.7830,5,No
CNN,CatsDogs,7,7988,0.7564,5,No
CNN,CatsDogs,38,1094351,0.7800,5,No
CNN,CatsDogs,54,476417,0.7964,5,No
CNN,CatsDogs,98,209442,0.7994,5,No
CNN,CatsDogs,53,1114408,0.7939,5,No
CNN,CatsDogs,91,759453,0.7776,5,No
CNN,CatsDogs,65,256466,0.8036,5,No
CNN,CatsDogs,62,146330,0.8012,5,No
CNN,CatsDogs,96,309794,0.7715,5,No
CNN,CatsDogs,1,330414,0.8012,5,No
CNN,CatsDogs,39,466350,0.7818,5,No
CNN,CatsDogs,6,933860,0.7861,5,No
CNN,CatsDogs,30,171690,0.8012,5,No
CNN,CatsDogs,8,351630,0.7776,5,No
CNN,CatsDogs,37,214022,0.7994,5,No
CNN,CatsDogs,97,640967,0.7830,5,No
CNN,CatsDogs,63,40880,0.7891,5,No
CNN,CatsDogs,64,492018,0.7994,5,No
CNN,CatsDogs,90,179984,0.7939,5,No
CNN,CatsDogs,99,31064,0.8115,5,No
CNN,CatsDogs,52,1015582,0.7861,5,No
CNN,CatsDogs,55,199070,0.7976,5,No
CNN,CatsDogs,83,1163364,0.7952,5,No
CNN,CatsDogs,77,640642,0.7758,5,No
CNN,CatsDogs,48,451802,0.7842,5,No
CNN,CatsDogs,70,986546,0.7685,5,No
CNN,CatsDogs,84,169002,0.7976,5,No
CNN,CatsDogs,46,1230352,0.8085,5,No
CNN,CatsDogs,79,1110276,0.7879,5,No
CNN,CatsDogs,41,1561752,0.7788,5,No
CNN,CatsDogs,15,6931,0.7727,5,No
CNN,CatsDogs,12,485624,0.7642,5,No
CNN,CatsDogs,24,12418,0.8006,5,No
CNN,CatsDogs,23,354782,0.8200,5,No
CNN,CatsDogs,40,112270,0.8121,5,No
CNN,CatsDogs,47,1146816,0.7855,5,No
CNN,CatsDogs,78,234878,0.7727,5,No
CNN,CatsDogs,85,1819787,0.7812,5,No
CNN,CatsDogs,71,429434,0.8030,5,No
CNN,CatsDogs,100,165678,0.8030,5,No
CNN,CatsDogs,76,1129186,0.7758,5,No
CNN,CatsDogs,82,185014,0.7964,5,No
CNN,CatsDogs,49,680514,0.7976,5,No
CNN,CatsDogs,22,290420,0.8091,5,No
CNN,CatsDogs,25,421436,0.7915,5,No
CNN,CatsDogs,13,488171,0.7733,5,No
CNN,CatsDogs,14,138736,0.7976,5,No
CNN,CatsDogs,50,50006,0.7873,5,No
CNN,CatsDogs,68,27942,0.7782,5,No
CNN,CatsDogs,57,157714,0.7891,5,No
CNN,CatsDogs,61,211949,0.7618,5,No
CNN,CatsDogs,95,1557474,0.7745,5,No
CNN,CatsDogs,59,345172,0.7855,5,No
CNN,CatsDogs,92,1113244,0.7976,5,No
CNN,CatsDogs,66,82848,0.8091,5,No
CNN,CatsDogs,32,21646,0.7818,5,No
CNN,CatsDogs,35,1498608,0.7685,5,No
CNN,CatsDogs,3,44828,0.7364,5,No
CNN,CatsDogs,4,182914,0.8006,5,No
CNN,CatsDogs,58,801726,0.7836,5,No
CNN,CatsDogs,67,810226,0.8061,5,No
CNN,CatsDogs,93,61778,0.8024,5,No
CNN,CatsDogs,94,266222,0.7915,5,No
CNN,CatsDogs,60,155942,0.7721,5,No
CNN,CatsDogs,69,1057922,0.8000,5,No
CNN,CatsDogs,56,1421768,0.7903,5,No
CNN,CatsDogs,51,1330975,0.8036,5,No
CNN,CatsDogs,5,368066,0.7988,5,No
CNN,CatsDogs,2,1064558,0.7812,5,No
CNN,CatsDogs,34,269874,0.7818,5,No
CNN,CatsDogs,33,8408,0.7848,5,No
CNN,CatsDogs,11,551938,0.8067,5,No
CNN,CatsDogs,29,352834,0.7830,5,No
CNN,CatsDogs,16,497744,0.7818,5,No
CNN,CatsDogs,20,40847,0.7618,5,No
CNN,CatsDogs,18,66266,0.7630,5,No
CNN,CatsDogs,27,324308,0.7612,5,No
CNN,CatsDogs,73,310802,0.7661,5,No
CNN,CatsDogs,87,248159,0.8012,5,No
CNN,CatsDogs,80,950464,0.7776,5,No
CNN,CatsDogs,74,756302,0.8091,5,No
CNN,CatsDogs,42,379535,0.7861,5,No
CNN,CatsDogs,89,10866,0.7867,5,No
CNN,CatsDogs,45,522529,0.7655,5,No
CNN,CatsDogs,19,966086,0.7764,5,No
CNN,CatsDogs,26,769232,0.7655,5,No
CNN,CatsDogs,21,15655,0.7867,5,No
CNN,CatsDogs,28,128364,0.8012,5,No
CNN,CatsDogs,17,20034,0.7782,5,No
CNN,CatsDogs,10,11274,0.8079,5,No
CNN,CatsDogs,44,88751,0.7576,5,No
CNN,CatsDogs,43,244820,0.7982,5,No
CNN,CatsDogs,88,226844,0.8055,5,No
CNN,CatsDogs,75,288152,0.8145,5,No
CNN,CatsDogs,81,1044844,0.7739,5,No
CNN,CatsDogs,86,1777914,0.7976,5,No
CNN,CatsDogs,72,588185,0.7891,5,No
CNN,ChlorineConcentration,36,55668,0.5409,5,No
CNN,ChlorineConcentration,9,143619,0.5196,5,No
CNN,ChlorineConcentration,31,120748,0.5518,5,No
CNN,ChlorineConcentration,7,4788,0.5394,5,No
CNN,ChlorineConcentration,38,56280,0.5389,5,No
CNN,ChlorineConcentration,54,55578,0.5439,5,No
CNN,ChlorineConcentration,98,22403,0.5384,5,No
CNN,ChlorineConcentration,53,57633,0.5482,5,No
CNN,ChlorineConcentration,91,39350,0.5501,5,No
CNN,ChlorineConcentration,65,13367,0.5476,5,No
CNN,ChlorineConcentration,62,67941,0.5613,5,No
CNN,ChlorineConcentration,96,253731,0.5412,5,No
CNN,ChlorineConcentration,1,66108,0.5231,5,No
CNN,ChlorineConcentration,39,36159,0.5442,5,No
CNN,ChlorineConcentration,6,120237,0.5292,5,No
CNN,ChlorineConcentration,30,120299,0.5615,5,No
CNN,ChlorineConcentration,8,33663,0.5504,5,No
CNN,ChlorineConcentration,37,163215,0.5144,5,No
CNN,ChlorineConcentration,97,33088,0.5233,5,No
CNN,ChlorineConcentration,63,9291,0.5447,5,No
CNN,ChlorineConcentration,64,61827,0.5465,5,No
CNN,ChlorineConcentration,90,122169,0.5288,5,No
CNN,ChlorineConcentration,99,12961,0.5493,5,No
CNN,ChlorineConcentration,52,52327,0.5456,5,No
CNN,ChlorineConcentration,55,75051,0.5466,5,No
CNN,ChlorineConcentration,83,59829,0.5513,5,No
CNN,ChlorineConcentration,77,32763,0.5470,5,No
CNN,ChlorineConcentration,48,30963,0.5534,5,No
CNN,ChlorineConcentration,70,116811,0.5479,5,No
CNN,ChlorineConcentration,84,16968,0.5410,5,No
CNN,ChlorineConcentration,46,201633,0.5473,5,No
CNN,ChlorineConcentration,79,90909,0.5477,5,No
CNN,ChlorineConcentration,41,392753,0.4798,5,No
CNN,ChlorineConcentration,15,3149,0.5453,5,No
CNN,ChlorineConcentration,12,55433,0.5407,5,No
CNN,ChlorineConcentration,24,7763,0.5266,5,No
CNN,ChlorineConcentration,23,18111,0.5563,5,No
CNN,ChlorineConcentration,40,72559,0.5406,5,No
CNN,ChlorineConcentration,47,155505,0.5281,5,No
CNN,ChlorineConcentration,78,19783,0.5432,5,No
CNN,ChlorineConcentration,85,669492,0.4432,5,No
CNN,ChlorineConcentration,71,22710,0.5524,5,No
CNN,ChlorineConcentration,100,23000,0.5241,5,No
CNN,ChlorineConcentration,76,81763,0.5441,5,No
CNN,ChlorineConcentration,82,131287,0.5477,5,No
CNN,ChlorineConcentration,49,81987,0.5355,5,No
CNN,ChlorineConcentration,22,176931,0.5347,5,No
CNN,ChlorineConcentration,25,56709,0.5403,5,No
CNN,ChlorineConcentration,13,25347,0.5376,5,No
CNN,ChlorineConcentration,14,55667,0.5445,5,No
CNN,ChlorineConcentration,50,28983,0.5270,5,No
CNN,ChlorineConcentration,68,2214,0.4966,5,No
CNN,ChlorineConcentration,57,8083,0.5489,5,No
CNN,ChlorineConcentration,61,10925,0.5434,5,No
CNN,ChlorineConcentration,95,510051,0.5556,5,No
CNN,ChlorineConcentration,59,17853,0.5463,5,No
CNN,ChlorineConcentration,92,234157,0.5437,5,No
CNN,ChlorineConcentration,66,69463,0.5098,5,No
CNN,ChlorineConcentration,32,13499,0.5489,5,No
CNN,ChlorineConcentration,35,441833,0.5416,5,No
CNN,ChlorineConcentration,3,35808,0.5447,5,No
CNN,ChlorineConcentration,4,33219,0.5308,5,No
CNN,ChlorineConcentration,58,90975,0.5211,5,No
CNN,ChlorineConcentration,67,71419,0.5670,5,No
CNN,ChlorineConcentration,93,40755,0.5366,5,No
CNN,ChlorineConcentration,94,13773,0.5481,5,No
CNN,ChlorineConcentration,60,135864,0.5465,5,No
CNN,ChlorineConcentration,69,160131,0.5445,5,No
CNN,ChlorineConcentration,56,364993,0.5394,5,No
CNN,ChlorineConcentration,51,330312,0.5410,5,No
CNN,ChlorineConcentration,5,31395,0.5408,5,No
CNN,ChlorineConcentration,2,54543,0.5516,5,No
CNN,ChlorineConcentration,34,33636,0.5668,5,No
CNN,ChlorineConcentration,33,3171,0.5470,5,No
CNN,ChlorineConcentration,11,28227,0.5369,5,No
CNN,ChlorineConcentration,29,53571,0.5397,5,No
CNN,ChlorineConcentration,16,39497,0.5439,5,No
CNN,ChlorineConcentration,20,30663,0.5397,5,No
CNN,ChlorineConcentration,18,14787,0.5415,5,No
CNN,ChlorineConcentration,27,299283,0.5477,5,No
CNN,ChlorineConcentration,73,180933,0.5478,5,No
CNN,ChlorineConcentration,87,129990,0.5314,5,No
CNN,ChlorineConcentration,80,183601,0.5389,5,No
CNN,ChlorineConcentration,74,54903,0.5585,5,No
CNN,ChlorineConcentration,42,19561,0.5466,5,No
CNN,ChlorineConcentration,89,1507,0.5392,5,No
CNN,ChlorineConcentration,45,26874,0.5414,5,No
CNN,ChlorineConcentration,19,49591,0.5303,5,No
CNN,ChlorineConcentration,26,114593,0.5432,5,No
CNN,ChlorineConcentration,21,2786,0.5395,5,No
CNN,ChlorineConcentration,28,6815,0.5448,5,No
CNN,ChlorineConcentration,17,1323,0.5457,5,No
CNN,ChlorineConcentration,10,1915,0.5302,5,No
CNN,ChlorineConcentration,44,4584,0.5411,5,No
CNN,ChlorineConcentration,43,143031,0.5369,5,No
CNN,ChlorineConcentration,88,181877,0.5235,5,No
CNN,ChlorineConcentration,75,263418,0.5114,5,No
CNN,ChlorineConcentration,81,53533,0.5428,5,No
CNN,ChlorineConcentration,86,618267,0.5321,5,No
